scenario,geometry,run_id,beta_hat,deltaBIC_dbu_vs_null,deltaBIC_dbu_vs_nuis,eps_eff,phys_scale,temporal_tau
MZI_null,MZI,MZI_null_00069,0.15486978908267202,-6.558109897862041,-2.452702218598754,0.0,0.0,300
MZI_null,MZI,MZI_null_00070,0.1900366723779934,-4.123008396856342,0.3314582844386853,0.0,0.0,300
MZI_null,MZI,MZI_null_00071,0.11619510801440051,-4.780791414734249,-1.1785760681854003,0.0,0.0,300
MZI_null,MZI,MZI_null_00072,-0.48619010101036086,-5.07316292400287,-1.7577044541794808,0.0,0.0,300
MZI_null,MZI,MZI_null_00073,-0.1871674772947274,2.897233911794906,-5.290424133881898,0.0,0.0,300
MZI_null,MZI,MZI_null_00074,-0.06600667300454756,-1.6077782681417259,3.3238198671983463,0.0,0.0,300
MZI_null,MZI,MZI_null_00075,-0.2153793226769159,1.4894912564648788,-0.9693008169412388,0.0,0.0,300
MZI_null,MZI,MZI_null_00076,-0.14722629765719264,-0.6136895772101878,-0.4028209132795899,0.0,0.0,300
MZI_null,MZI,MZI_null_00077,-0.0900325315738192,-1.7905937450299432,-2.1559407905852805,0.0,0.0,300
MZI_null,MZI,MZI_null_00078,0.017027601787687207,-0.013607976436859959,3.758050448436056,0.0,0.0,300
MZI_null,MZI,MZI_null_00079,-0.18567232482402735,4.3991001239688,-6.856263398567505,0.0,0.0,300
MZI_null,MZI,MZI_null_00080,-0.022767764255337497,-0.23504838054627042,-0.1570243967949021,0.0,0.0,300
MZI_null,MZI,MZI_null_00081,-0.09340492797308907,-2.6243667510718254,-2.479002803976498,0.0,0.0,300
MZI_null,MZI,MZI_null_00082,-0.08840471354163172,0.548806291063074,0.07104645789514197,0.0,0.0,300
MZI_null,MZI,MZI_null_00083,-0.10393643928909813,0.6987996262997522,-0.07810143737017206,0.0,0.0,300
MZI_null,MZI,MZI_null_00084,0.12192931782584401,-0.11111347422916329,-3.486985032766217,0.0,0.0,300
MZI_null,MZI,MZI_null_00085,-0.08402715602954543,0.24188081536978556,0.8311107963003945,0.0,0.0,300
MZI_null,MZI,MZI_null_00086,-0.00313523909462222,-1.648017850073654,2.8329946873652747,0.0,0.0,300
MZI_null,MZI,MZI_null_00087,-0.08873570832537449,-0.35870785648988623,-1.606577957301682,0.0,0.0,300
MZI_null,MZI,MZI_null_00088,-0.03265218048408304,1.2963305559615703,1.4762490469640897,0.0,0.0,300
MZI_null,MZI,MZI_null_00089,0.12202644540009577,1.9164364214629872,-0.9369884751017229,0.0,0.0,300
MZI_null,MZI,MZI_null_00090,0.10229294569424459,-2.9308002697803683,-0.027500942534673722,0.0,0.0,300
MZI_null,MZI,MZI_null_00091,-0.019521458155152688,-1.7090121050218454,0.7854710763107409,0.0,0.0,300
MZI_null,MZI,MZI_null_00092,-0.12273310248502087,4.27716182705638,-4.018052144499106,0.0,0.0,300
MZI_null,MZI,MZI_null_00093,-0.18212829191815982,1.4743326205002036,1.3749880818888078,0.0,0.0,300
MZI_null,MZI,MZI_null_00094,0.09361797255782327,-0.11496347220716041,-1.0367403185407438,0.0,0.0,300
MZI_null,MZI,MZI_null_00095,-0.13458815572287472,-1.772586325418821,-3.031485134536335,0.0,0.0,300
MZI_null,MZI,MZI_null_00096,0.14626796001266268,-2.441172144506416,-3.4764915903775346,0.0,0.0,300
MZI_null,MZI,MZI_null_00097,-0.04820787624794901,-0.7612056371731271,-2.691173658411924,0.0,0.0,300
MZI_null,MZI,MZI_null_00098,-0.12333305933496472,-1.2689383655242632,-0.2651002866738317,0.0,0.0,300
MZI_null,MZI,MZI_null_00099,-0.07604147630566946,-3.413114916854968,-0.3038501879270912,0.0,0.0,300
MZI_null,MZI,MZI_null_00100,-0.21721265122459862,-6.222391323129665,-3.1553326637573083,0.0,0.0,300
MZI_null,MZI,MZI_null_00101,-0.032017072756777086,-1.0672773032059863,3.4260686508486557,0.0,0.0,300
MZI_null,MZI,MZI_null_00102,0.1286489434803029,-2.4798155898902814,-1.0570486237080665,0.0,0.0,300
MZI_null,MZI,MZI_null_00103,-0.15037940469567132,-2.05553940797717,-1.8659759167604149,0.0,0.0,300
